Name: CCTV-1, URL: http://58.48.37.158:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1714 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://58.48.37.158:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1714 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://61.136.172.236:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1206 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://mom.cloudns.be:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源, Date: None, Delay: 414 ms, Speed: 0.14 M/s, Resolution: None
Name: CCTV-12, URL: http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 659 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-12, URL: http://59.173.243.210:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1560 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-12, URL: http://221.233.192.152:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 262 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8?$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://60.210.100.54:352/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 593 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://36.35.172.21:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Delay: 230 ms, Speed: 1.07 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000032494/1.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8?$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000032494/$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010205/$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031107/$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1555 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-12, URL: http://59.48.75.130:3052/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 277 ms, Speed: 0.21 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://115.48.62.39:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 240 ms, Speed: 0.94 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000287$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://116.128.242.83:9901/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 659 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-12, URL: http://221.213.69.82:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 295 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-12, URL: http://183.66.13.82:60033/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 275 ms, Speed: 0.50 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000509$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226568/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://113.220.233.228:9999/tsfile/live/0012_2.m3u8$订阅源, Date: None, Delay: 260 ms, Speed: 1.58 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000377/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://60.12.183.46:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 671 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-12, URL: http://219.128.121.202:59901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 243 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://117.27.190.42:9998/tsfile/live/23243_1.m3u8$订阅源, Date: None, Delay: 248 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://58.19.43.46:9901/tsfile/live/1031_1.m3u8$订阅源, Date: None, Delay: 211 ms, Speed: 2.36 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74d9:21::6]:80/270000001128/9900000509/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://175.16.180.250:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 250 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-12, URL: http://61.136.172.236:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1206 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://60.255.240.247:8090/live/CCTV-12H265.m3u8$订阅源, Date: None, Delay: 324 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://115.48.61.235:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 405 ms, Speed: 0.96 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000322/index.m3u8?IASHttpSessionId=$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv12$订阅源, Date: None, Delay: 274 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-12, URL: http://39.98.201.151:9090/udp/225.1.8.112:8232$订阅源, Date: None, Delay: 245 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://183.66.15.146:60901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 258 ms, Speed: 0.46 M/s, Resolution: None
Name: CCTV-12, URL: http://60.12.183.46:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 671 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://171.110.42.238:8181/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 254 ms, Speed: 0.48 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001640/1.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://61.138.128.226:19901/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 235 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://183.136.148.214:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 282 ms, Speed: 0.11 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://58.220.219.14:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 246 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://36.35.111.168:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Delay: 209 ms, Speed: 1.65 M/s, Resolution: None
Name: CCTV-12, URL: http://222.169.85.8:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 293 ms, Speed: 0.38 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000509$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://60.187.244.165:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 247 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-12, URL: http://119.51.60.31:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 239 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-12, URL: http://36.35.111.84:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Delay: 227 ms, Speed: 0.97 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://202.100.46.58:9901/tsfile/live/1011_1.m3u8$订阅源, Date: None, Delay: 2284 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://223.166.234.149:7777/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 212 ms, Speed: 0.47 M/s, Resolution: None
Name: CCTV-12, URL: http://39.98.201.151:9090/udp/225.1.8.12:8124$订阅源, Date: None, Delay: 245 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://114.105.187.147:9901/tsfile/live/1068_1.m3u8$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-12, URL: http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 216 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-12, URL: http://219.159.194.172:8181/tsfile/live/faacts/0012_1.m3u8$订阅源, Date: None, Delay: 272 ms, Speed: 0.41 M/s, Resolution: None
Name: CCTV-12, URL: http://183.3.134.56:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 243 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-12, URL: http://171.117.18.156:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 584 ms, Speed: 0.32 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://223.241.247.214:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 293 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-12, URL: http://59.173.243.210:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1560 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://121.19.134.222:808/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 262 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://113.236.31.149:9901/tsfile/live/1162_1.m3u8$订阅源, Date: None, Delay: 1802 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-12, URL: http://61.156.228.12:8154/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 477 ms, Speed: 0.27 M/s, Resolution: None
Name: CCTV-12, URL: http://171.110.42.2:8181/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 256 ms, Speed: 0.92 M/s, Resolution: None
Name: CCTV-12, URL: http://58.221.214.82:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 248 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226436/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://124.231.213.182:9999/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 255 ms, Speed: 0.42 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000509$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://223.166.234.19:7777/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 193 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-12, URL: http://61.150.67.62:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 263 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://220.164.192.48:50085/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 427 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV-12, URL: http://171.110.42.193:8181/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 255 ms, Speed: 0.59 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://iptv.887979.xyz/ysptp/cctv12.m3u8$订阅源, Date: None, Delay: 96 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://182.113.7.123:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 218 ms, Speed: 0.27 M/s, Resolution: None
Name: CCTV-12, URL: http://101.19.84.8:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 485 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-12, URL: http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 631 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://121.19.134.139:808/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 512 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a0a:df::404e]:80/wh7f454c46tw1801993293_427444497/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?icpid=88888888&RTS=1713968631&from=4&hms_devid=1208&online=1713968631&vqe=3$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://14.212.185.71:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 242 ms, Speed: 1.14 M/s, Resolution: None
Name: CCTV-12, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3$订阅源, Date: None, Delay: 213 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-12, URL: http://123.138.22.30:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 234 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-12, URL: http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 216 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://218.89.240.144:59901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 631 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://118.77.152.195:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 219 ms, Speed: 0.61 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://113.236.17.12:9901/tsfile/live/1162_1.m3u8$订阅源, Date: None, Delay: 1067 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-12, URL: http://61.136.67.238:50085/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 260 ms, Speed: 0.15 M/s, Resolution: None
Name: CCTV-12, URL: http://58.48.37.158:1111/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1714 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://119.36.148.115:59901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1463 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001640/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=3$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://121.33.239.242:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 660 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://111.14.181.15:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 421 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-12, URL: http://119.62.27.8:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 246 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225731/2.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://101.74.28.50:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 221 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://124.128.73.58:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 216 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://61.150.67.62:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 263 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://113.57.20.158:9901/tsfile/live/1031_1.m3u8$订阅源, Date: None, Delay: 259 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV-12, URL: http://223.166.234.19:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 193 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-12, URL: http://60.208.61.2:352/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 868 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010205/$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://120.197.43.179:9901/tsfile/live/0013_1.m3u8$订阅源, Date: None, Delay: 1002 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://119.163.199.98:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 208 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://116.117.106.42:8096/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 260 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002147/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://222.142.71.157:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 206 ms, Speed: 0.41 M/s, Resolution: None
Name: CCTV-12, URL: http://60.255.240.247:8090/live/CCTV-12H265_4000.m3u8$订阅源, Date: None, Delay: 324 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://171.14.89.69:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 269 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-12, URL: http://222.142.93.213:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 215 ms, Speed: 0.88 M/s, Resolution: None
Name: CCTV-12, URL: http://221.233.192.152:1111/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 262 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-12, URL: http://219.128.121.202:59901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 243 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a0a:df::404e]:80/wh7f454c46tw1801993293_427444497/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?key=tvbox6_com$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://42.48.50.138:9002/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 322 ms, Speed: 0.95 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226436/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002147/1.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://125.43.242.140:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 483 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://113.25.252.226:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 1249 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-12, URL: http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源, Date: None, Delay: -inf ms, Speed: inf M/s, Resolution: None
Name: CCTV-12, URL: http://113.140.86.162:8009/hls/507/index.m3u8$订阅源, Date: None, Delay: 265 ms, Speed: 0.41 M/s, Resolution: None
Name: CCTV-12, URL: http://m.951688.xyz:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 396 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-12, URL: http://118.122.189.74:9901/tsfile/live/0012_1.m3u8$订阅源, Date: None, Delay: 884 ms, Speed: 0.05 M/s, Resolution: None
